dbn,locationname,N/A,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q2e,p_q2f,p_q2g,p_q2h,p_q2i,p_q2j,p_q3a,p_q3b,p_q4a,p_q4b,p_q4c,p_q4d,p_q5a,p_q5b,p_q5c,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,p_q9,p_q10a,p_q10b,,,
03M191,P.S. 191 Amsterdam,ES/MS,8.0,8.0,7.9,8.0,8.0,7.7,7.8,8.3,8.4,7.9,8.0,8.0,7.9,8.0,8.0,8.0,8.0,8.0,7.8,7.6,7.5,8.2,8.1,8.1,8.0,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,Not Scored,8.0,7.9,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.1,8.1,,,
03M199,P.S. 199 Jessie Isador Straus,ES,8.5,8.7,8.7,8.7,8.7,8.5,8.2,9.1,9.5,9.0,8.5,9.2,8.4,8.6,8.6,8.6,8.3,8.5,8.9,8.5,7.8,8.5,8.9,8.9,8.9,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.0,Not Scored,8.7,8.8,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.3,7.8,,,
03M208,P.S. 208 Alain L. Locke,ES,8.3,8.4,8.1,8.4,8.6,8.2,8.2,8.7,8.8,8.2,8.2,8.3,8.1,8.5,8.4,8.4,8.1,8.2,8.2,8.1,8.0,8.7,8.4,8.3,8.2,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,Not Scored,8.7,8.4,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.7,7.8,,,
03M241,STEM Institute of Manhattan,ES,7.8,8.3,8.1,8.1,8.4,8.1,8.1,8.4,8.5,8.1,8.1,8.3,7.9,8.4,8.5,8.5,8.4,8.0,8.2,8.0,7.7,8.4,8.2,8.1,7.9,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,Not Scored,8.7,8.4,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,6.3,6.5,,,
03M242,P.S. 242 - The Young Diplomats Magnet Academy,ES,8.1,8.6,8.2,8.5,8.6,8.8,8.2,8.5,8.9,8.1,7.8,8.7,8.3,8.4,8.6,8.8,8.5,8.4,8.5,7.8,7.4,8.4,8.5,8.7,8.7,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,Not Scored,8.5,8.6,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.4,6.7,,,
03M243,M.S. 243 Center School,MS,8.9,9.2,9.1,9.3,9.2,9.1,8.8,9.3,9.6,9.4,9.1,9.5,9.4,9.4,9.4,9.4,9.2,9.2,9.4,9.1,8.9,9.2,9.6,9.5,9.1,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,Not Scored,9.3,9.4,9.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,7.8,7.9,,,
03M245,M.S. M245 The Computer School,MS,8.4,8.8,8.5,8.6,8.9,8.3,9.0,9.0,9.3,8.6,8.6,8.8,8.7,8.5,8.3,8.3,8.5,8.3,8.6,8.2,7.5,8.6,9.0,8.6,8.5,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,8.8,8.6,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.3,7.9,,,
03M247,M.S. M247 Dual Language Middle School,MS,9.4,9.5,9.3,9.5,9.5,9.3,9.6,9.6,9.6,9.5,9.3,9.4,9.6,9.5,9.5,9.5,9.6,9.5,9.6,9.5,9.4,9.5,9.6,9.6,9.3,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,Not Scored,9.5,9.4,9.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.3,9.4,8.9,,,
03M250,M.S. 250 West Side Collaborative Middle School,MS,8.8,8.7,8.5,8.7,8.9,8.6,8.1,9.1,9.0,8.8,8.7,8.9,8.6,8.9,8.9,8.9,8.6,8.8,8.9,8.5,8.4,8.8,8.8,8.6,8.8,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,8.7,8.8,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.8,,,
03M256,M.S. 256 Academic & Athletic Excellence,MS,8.5,8.9,8.5,8.7,9.0,8.8,8.8,9.0,8.9,8.8,8.8,8.9,8.8,8.9,8.8,8.8,8.9,8.9,8.8,8.9,8.7,8.8,8.8,8.8,8.7,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,Not Scored,9.0,8.7,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.5,8.2,,,
03M258,Community Action School - MS 258,MS,8.5,8.8,8.3,8.6,9.3,8.3,8.6,9.2,9.0,8.7,8.6,8.7,8.4,8.8,8.6,8.8,8.8,8.5,8.7,8.2,7.9,8.9,9.0,8.6,8.9,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.7,Not Scored,9.1,8.7,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.4,7.7,,,
03M283,Manhattan Theatre Lab High School,HS,7.0,6.7,6.2,6.8,6.8,5.7,6.4,6.8,7.3,6.0,6.4,7.3,5.6,6.5,7.0,6.8,7.5,6.7,6.5,6.7,5.7,7.1,6.9,6.2,6.8,7.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.8,Not Scored,7.2,6.6,7.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.5,6.7,,,
03M299,"High School for Arts, Imagination and Inquiry",HS,8.3,8.3,7.8,8.2,8.5,7.9,7.9,8.5,8.4,8.2,8.3,8.4,7.9,8.3,8.3,8.4,8.3,8.4,8.5,8.2,8.2,8.3,8.5,8.1,8.0,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.2,Not Scored,8.8,8.2,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.5,7.8,,,
03M307,"Urban Assembly School for Media Studies, The",HS,8.1,8.0,7.7,8.3,8.1,7.1,7.7,8.5,8.8,7.9,7.7,8.1,7.6,8.1,8.0,8.2,8.2,7.8,8.1,8.0,8.0,8.3,8.5,8.6,8.6,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.7,Not Scored,8.3,8.2,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.3,7.9,,,
03M333,P.S. 333 Manhattan School for Children,ES/MS,8.4,8.8,8.7,9.1,8.8,8.8,8.7,9.3,9.5,8.4,8.2,9.2,8.6,8.2,8.5,8.8,8.7,8.7,8.6,8.1,7.8,9.2,9.1,9.2,9.7,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,Not Scored,8.1,8.6,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.3,8.1,,,
03M334,The Anderson School,ES/MS,8.8,9.0,8.7,9.0,9.2,8.7,8.8,8.9,9.5,8.8,8.3,9.4,9.1,9.6,9.0,9.2,8.7,8.9,9.4,8.9,8.5,8.9,9.1,9.0,8.7,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,Not Scored,8.8,9.1,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.8,7.1,,,
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,HS,7.8,8.2,7.8,7.9,8.3,7.9,7.9,8.5,8.7,8.4,7.9,7.9,7.9,8.1,7.3,8.1,7.8,8.1,7.9,7.7,7.9,8.0,8.0,8.2,8.3,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.8,Not Scored,8.0,7.5,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,7.5,7.7,,,
03M403,THE GLOBAL LEARNING COLLABORATIVE,HS,8.1,8.1,8.1,8.1,8.4,7.8,7.8,8.6,8.8,8.5,8.3,8.5,8.1,8.2,7.8,8.2,8.0,7.8,8.1,8.1,8.3,8.6,8.1,8.2,8.3,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.1,7.7,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.4,8.2,,,
03M404,INNOVATION DIPLOMA PLUS,HST,8.6,8.7,8.5,8.6,8.9,8.6,8.7,8.9,8.8,8.8,8.9,8.8,8.5,8.8,8.7,8.7,8.6,8.3,8.5,8.8,8.5,8.8,9.0,8.6,8.7,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,8.7,8.9,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.3,8.3,,,
03M415,Wadleigh Secondary School for the Performing & Visual Arts,MS/HS,7.9,7.7,7.6,7.9,7.7,7.4,7.6,8.1,8.2,7.9,7.8,7.9,7.9,7.9,7.9,7.9,7.9,7.8,7.8,7.7,7.7,7.9,8.0,8.2,8.2,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,7.4,7.5,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.0,8.3,,,
03M417,FRANK McCOURT HIGH SCHOOL,HS,8.2,8.2,7.8,8.5,8.5,7.6,7.8,8.3,8.8,8.1,8.1,8.7,7.6,8.5,8.4,8.5,8.7,8.3,8.4,8.3,7.8,8.5,8.5,8.5,8.5,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.0,Not Scored,8.5,8.2,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.5,7.0,,,
03M421,WEST PREP ACADEMY,MS,8.3,8.6,8.4,8.4,8.7,8.2,8.4,9.0,9.2,8.6,8.6,8.7,8.3,8.7,8.5,8.5,8.3,8.5,8.6,8.3,8.0,8.6,8.5,8.4,8.7,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,Not Scored,8.6,8.3,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,7.8,7.6,,,
03M452,P.S. 452,ECC,8.9,9.1,8.9,9.3,9.0,9.2,8.9,9.1,9.6,8.8,8.8,9.4,9.0,8.7,8.9,9.0,8.8,8.9,9.1,8.3,7.8,9.1,9.2,9.4,9.3,9.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,Not Scored,9.3,9.2,9.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.7,8.6,,,
03M479,Beacon High School,HS,8.6,8.2,8.4,8.7,8.1,7.1,8.3,8.5,9.2,8.2,7.8,8.5,8.7,9.1,8.7,8.6,8.6,8.4,8.9,8.7,8.3,8.7,8.9,8.6,8.8,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,Not Scored,8.3,8.8,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.6,7.5,,,
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,HS,7.8,7.9,8.2,8.2,8.0,6.8,8.0,8.4,9.0,7.8,7.7,8.3,8.6,8.6,8.1,8.0,7.8,7.6,8.3,8.0,7.8,7.8,8.8,8.3,8.4,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,Not Scored,7.9,8.2,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,6.7,7.3,,,
03M492,"High School for Law, Advocacy and Community Justice",HS,7.7,7.8,7.6,7.8,7.8,7.8,7.7,7.8,7.8,7.8,7.7,7.8,7.6,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.7,7.8,7.7,7.8,7.8,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,Not Scored,7.8,7.8,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,7.4,7.4,,,
03M494,High School of Arts and Technology,HS,7.7,7.8,7.6,7.7,8.3,7.2,7.3,8.1,8.5,7.9,7.7,8.1,7.5,7.9,7.6,7.7,7.6,7.8,7.8,7.7,7.3,7.5,7.9,7.9,8.3,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.0,7.7,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,7.6,6.8,,,
03M505,Edward A. Reynolds West Side High School,HST,8.6,8.3,8.3,8.7,8.3,7.9,7.8,9.0,8.8,8.8,8.4,8.8,8.5,8.5,8.4,8.5,8.6,8.5,8.8,8.6,8.8,8.6,8.9,8.7,8.5,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,8.8,8.7,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.7,8.8,,,
03M541,Manhattan / Hunter Science High School,HS,8.3,8.5,8.3,8.6,8.8,8.1,8.2,8.8,8.8,8.8,8.5,8.9,8.1,8.7,8.7,8.8,8.7,8.7,8.9,8.7,8.3,8.8,8.8,8.7,8.8,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.4,8.5,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,6.3,7.5,,,
03M859,Special Music School,ES/MS,8.9,8.8,8.6,9.1,8.8,8.7,8.5,8.5,9.6,8.5,7.9,9.4,8.6,9.3,8.9,9.2,8.9,8.8,9.3,8.8,8.2,9.3,9.4,9.0,8.9,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.1,Not Scored,8.6,9.1,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.1,,,
03M860,Frederick Douglass Academy II Secondary School,MS/HS,7.8,8.5,7.8,8.0,8.9,8.3,8.3,8.8,8.7,8.0,8.0,8.4,7.8,8.6,8.4,8.4,8.4,8.4,8.5,8.5,8.0,7.9,8.1,8.3,8.2,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.1,Not Scored,8.3,8.0,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,6.3,6.3,,,
03M862,Mott Hall II,MS,8.6,8.7,8.3,8.5,9.1,8.3,8.6,8.9,8.9,8.3,8.5,8.7,8.2,8.9,8.7,8.7,8.5,8.6,8.7,8.6,8.1,8.2,8.8,8.6,8.7,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,Not Scored,8.6,8.7,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.3,8.4,,,
04M007,P.S. 007 Samuel Stern,ES/MS,8.0,8.0,7.6,8.0,8.0,7.8,7.8,8.2,8.4,8.1,7.7,8.0,7.5,7.8,8.1,8.2,8.0,8.1,8.0,7.7,7.6,8.4,7.9,8.0,8.0,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,7.8,7.9,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.2,7.7,,,
04M012,Tag Young Scholars,ES/MS,7.6,7.0,6.8,8.0,6.7,6.4,6.6,6.5,7.8,6.1,6.3,8.6,6.0,7.9,7.8,7.9,8.1,7.8,7.6,6.7,6.3,7.0,8.4,8.5,8.4,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,6.5,7.1,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,6.8,6.4,,,
04M013,J.H.S. 013 Jackie Robinson,MS,7.3,8.2,7.6,8.4,8.5,7.6,8.6,8.6,8.8,8.1,7.8,8.1,7.9,8.1,7.4,7.5,7.8,7.9,7.8,6.4,6.9,8.2,8.3,8.5,8.5,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.7,Not Scored,7.9,7.4,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,6.7,6.7,,,
04M037,River East Elementary,ES,8.7,8.9,8.6,9.0,9.0,8.9,8.4,9.0,9.2,8.5,8.8,8.9,8.5,9.0,8.9,9.0,8.8,8.9,8.9,8.1,7.9,9.1,9.2,8.9,8.7,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,Not Scored,8.9,9.0,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,9.1,8.1,,,
04M038,P.S. 38 Roberto Clemente,ES,8.0,8.2,7.8,8.1,8.2,8.0,7.9,8.0,8.5,8.2,8.1,8.0,7.5,8.2,8.0,8.1,8.0,7.9,7.9,7.5,7.6,8.4,8.0,7.8,8.4,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.4,8.2,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.0,7.6,,,
04M045,M.S. 45/S.T.A.R.S. Prep Academy,MS,8.8,8.7,8.0,8.7,8.9,7.8,8.6,9.2,9.1,8.1,8.2,7.8,7.9,8.6,8.7,8.7,8.9,8.6,8.6,8.5,8.1,8.7,8.7,8.9,8.8,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.8,Not Scored,9.0,8.8,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.1,9.5,9.2,,,
04M050,P.S. 050 Vito Marcantonio,ES/MS,7.8,7.9,7.6,8.0,8.0,7.4,7.7,8.4,8.6,8.0,7.9,8.1,7.2,7.7,7.8,8.0,7.8,7.5,7.8,7.2,7.3,8.2,7.8,8.0,8.1,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.0,7.5,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,7.9,7.5,,,
04M057,James Weldon Johnson,ES/MS,8.3,8.5,8.1,8.3,8.8,8.5,8.2,8.7,8.6,8.3,8.3,8.3,8.4,8.5,8.6,8.5,8.3,8.4,8.5,8.1,8.0,8.7,8.5,8.4,8.2,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,Not Scored,8.4,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.2,7.7,,,
04M072,The Lexington Academy,ES,8.8,9.0,8.6,8.9,9.2,9.0,8.8,9.0,9.1,8.7,8.8,8.7,8.6,8.9,9.0,9.0,8.8,8.8,8.9,8.5,8.6,9.0,9.2,8.9,8.7,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,Not Scored,9.0,8.8,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,9.0,8.7,,,
04M083,P.S. 083 Luis Munoz Rivera,ES,8.2,8.6,8.2,8.5,8.8,8.6,8.2,8.7,8.7,8.2,8.5,8.6,8.0,8.5,8.4,8.5,8.4,8.5,8.4,7.8,7.8,8.5,8.7,8.5,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.7,8.5,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,7.7,7.1,,,
04M096,P.S. 096 Joseph Lanzetta,ES/MS,7.4,7.9,7.6,7.6,8.1,7.7,7.8,8.0,8.3,7.7,7.7,7.9,7.6,7.8,7.9,7.9,7.7,7.7,7.6,7.3,7.3,7.5,7.7,7.9,7.9,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.4,Not Scored,7.7,7.6,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,6.8,6.7,,,
04M102,P.S. 102 Jacques Cartier,ES,8.5,8.6,8.3,8.6,8.8,8.6,8.4,8.8,8.8,8.4,8.4,8.5,8.2,8.5,8.6,8.5,8.5,8.5,8.5,8.1,7.9,8.5,8.8,8.7,8.7,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.2,Not Scored,8.6,8.6,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.5,8.1,,,
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,ES/MS,8.3,8.5,8.1,8.4,8.7,8.5,8.1,8.7,8.8,8.3,8.1,8.4,8.1,8.6,8.5,8.4,8.3,8.3,8.4,8.0,8.0,8.6,8.6,8.4,8.4,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,Not Scored,8.4,8.6,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.4,7.9,,,
04M112,P.S. 112 Jose Celso Barbosa,ECC,8.7,8.7,8.5,8.7,8.9,8.7,8.4,8.8,8.9,8.5,8.6,8.8,8.6,8.7,8.8,8.7,8.6,8.6,8.6,8.2,8.0,8.9,8.8,8.6,8.8,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,Not Scored,8.6,8.8,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.9,8.7,,,
