index,dbn,reading,math,writing,name,schooltype,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,s_q1b,s_q1c,s_q1d,s_q1e,s_q1f,s_q1g,s_q2a,s_q2b,s_q2c,s_q2d,s_q3,s_q4a,s_q4e,s_q4f,s_q4g,s_q4h,s_q4i,s_q4j,s_q4k,s_q5a,s_q5b,s_q6a,s_q6b,s_q6c,s_q7a,s_q7b,s_q11a,s_q11b,s_q11c,s_q11d,s_q11e,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q4c,p_q5a,p_q5b,p_q5c,p_q9,p_q10a,p_q10b,aca_t_13,com_t_13,eng_t_13,saf_t_13,t_q1a,t_q1b,t_q1c,t_q1d,t_q1e,t_q1f,t_q1g,t_q1h,t_q2a,t_q2b,t_q3a,t_q3b,t_q3c,t_q3d,t_q4a,t_q4b,t_q4c,t_q4d,t_q4e,t_q4f,t_q4g,t_q5,t_q6a,t_q6b,t_q6c,t_q7a,t_q7b,t_q7c,t_q8a,t_q8b,t_q8c,t_q9a,t_q9b,t_q9d,t_q10a,t_q10b,t_q10c,t_q10d,t_q10e,t_q10f,t_q11a,t_q11b,t_q11c,t_q11d,t_q11e,t_q11f,t_q11g,t_q11h,t_q11i,t_q11j,t_q11k,t_q11l,t_q11m,t_q12a,t_q14a,t_q14b,t_q14c,t_q14d,t_q15a,t_q15b,t_q15c,t_q15d,t_q16a,t_q16b,t_q16c
11,02M288,409,393,392,Food and Finance High School,HS,7.31138,7.13955,6.33248,6.37925,7.87994,7.55271,6.99548,7.15257,7.20455,4.96997,8.23485,7.4247,6.67173,7.5076,7.04545,6.57576,8.2855,6.73547,7.38567,6.77273,6.41337,7.44713,6.99848,6.44697,7.54902,5.713,4.42598,4.66154,5.67485,4.8,5.7362,6.89274,5.80975,6.89082,7.32704,8.32278,8.3,8,7.8,8.1,8.2,7.7,7.1,8.6,8.6,8.3,8.2,8.2,8,8.4,8.1,8.2,8.2,8.1,8.3,8.3,7.8,8,8.3,8.3,8.1,8,5.2,8.5,8.2,8.3,8.7,8.6,8.2,8.33768,8.24367,8.38663,8.09747,8.0303,8.10606,6.875,6.89394,7.87879,7.89063,7.89063,8.33333,8.71212,8.93939,9.14063,7.65625,7.73438,8.90625,8.82813,7.8125,7.8125,8.20313,8.20313,7.96875,8.98438,8.95161,8.79032,9.43548,8.79032,8.22581,8.22581,8.46774,8.54839,8.30645,9.03226,8.35938,8.59375,7.96875,8.08333,8.90625,8.90625,8.98438,8.125,7.42188,8.28125,8.90625,9.21875,7.65625,7.57813,8.82813,7.57813,8.20313,9.375,6.40625,7.34375,8.125,8.4375,7.73438,NA,NA,NA,NA,NA,NA,NA,NA,8.0303,8.33333,8.86364
12,02M294,394,384,378,Essex Street Academy,HS,8.03196,8.02688,7.58483,7.94735,8.58974,8.18376,8.15451,8.19915,7.85408,6.48504,8.37924,8.28723,7.58475,8.09874,7.52137,7.60549,8.27004,7.9661,8.23718,8.1383,8.05556,7.8617,7.63889,8.15451,8.22802,7.80093,6.64894,6.62338,7.61803,7.12924,7.66026,7.81674,8.39207,8.70536,8.53982,9.15919,8.2,9,8.5,8.6,9.2,8.7,8.8,9.1,9.4,8.7,8.7,8.9,8.3,8.8,8.6,8.9,9.2,8.7,9.1,8.8,8.7,8.5,8.8,8.8,9,8.4,6.3,8.9,8.6,8.6,7.3,7.3,5.3,8.95833,9.0625,8.75307,8.69917,9.6,9.7,8.8,9.2,9,8.5,9.2,9.4,9.4,9.3,9.0625,8.8,8.5,8.9,9.4,9,8.4,8.8,9.1,9.5,8.85417,9.5,9.6,9.2,9.2,8.8,9.1,9,8.2,8.4,8.85417,8.2,8.5,7.29167,7.9,8.9,9.4,9.3,8.02083,6.9,8.22917,8.4,9.4,9.6875,8.7,9.2,8.7,9,9.6,5.6,8.2,9.27083,9.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,8.8,9.1,9.1
13,02M296,374,375,362,High School of Hospitality Management,HS,7.78481,7.45934,6.74072,7.22564,8.6413,7.98561,7.6875,8.07348,8.02867,5.29891,8.57527,7.70683,6.84982,8.00179,7.47302,5.713,9.06475,7.59964,7.82609,7.50903,6.90433,8.125,6.9837,7.42701,7.25155,6.94328,5.38321,5.08182,6.29121,6.41423,6.7037,8.11787,6.75856,7.67992,8.00388,8.98467,7.8,8.2,7.6,8,8.8,7.7,7.9,8.4,8.5,8.4,8.1,8.1,7.6,8.3,8.2,8.1,8.2,8.1,8.1,7.9,7.7,8,8.2,7.8,7.5,7.9,5.2,8,8.2,8.2,6.6,6.8,6.8,9.03511,8.95949,8.86468,8.85467,8.67188,8.59375,8.67188,8.20313,8.82813,9.0625,9.0625,8.98438,8.90625,8.59375,8.79032,8.87097,8.62903,9.27419,8.22581,8.62903,8.95161,8.87097,8.95161,8.79032,8.54839,9.21875,9.53125,9.60938,8.98438,9.29688,9.45313,9.21875,9.0625,8.82813,8.90625,8.28125,9.21875,8.7069,8.62903,9.14063,9.375,9.60938,9.29688,8.41667,9.14063,9.0625,9.53125,9.29688,7.96875,9.21875,8.28125,8.90625,9.53125,7.96875,7.74194,9.375,9.14063,9.29688,NA,NA,NA,NA,NA,NA,NA,NA,9.03226,8.70968,9.35484
14,02M298,423,438,432,Pace High School,HS,7.97318,7.67598,7.08028,7.33211,8.46618,8.3293,7.77372,7.8423,7.83293,5.38415,8.36983,8.01578,7.10269,7.94296,7.73723,7.47519,8.68932,7.59662,8.07786,7.83898,7.38527,8.11138,7.23844,7.44472,8.35586,6.70635,5.95499,5.84767,7.04657,5.21951,6.9621,7.98544,7.25728,7.72616,8.22816,8.86585,8.1,8.1,7.6,7.6,8.6,7.5,7.4,8.2,8.7,8,7.9,8,8,8.2,8.3,8.2,8.3,8.2,8.4,8.2,7.8,7.1,8.1,7.8,8.2,7.3,4.8,8.1,8.1,7.9,7.6,8.3,7.4,7.26301,7.28753,7.41638,7.42923,7.67857,7.32143,6.69643,5.35714,7.40741,7.05357,7.5,6.57407,5.35714,7.76786,8.57143,7.32143,6.42857,7.41071,8.92857,6.07143,6.51786,7.5,7.05357,7.23214,7.41071,8.33333,7.68519,9.375,9.53704,8.33333,8.51852,7.59259,8.14815,7.03704,7.5,6.42857,6.75926,5.26786,6.53846,8.125,8.75,8.125,7.76786,6.63462,7.94643,8.21429,8.75,7.32143,6.94444,7.85714,7.05357,7.94643,8.92857,4.01786,6.96429,8.125,7.58929,6.60714,NA,NA,NA,NA,NA,NA,NA,NA,5.98214,6.94444,6.78571
15,02M300,404,449,416,"Urban Assembly School of Design and Construction, The",HS,7.3419,7.28917,6.15709,6.48095,8.20724,7.59836,7.27869,7.40196,7.30132,4.967,8.11056,7.80428,6.71824,7.55719,6.86885,6.34677,8.0627,7.07655,7.37825,6.57895,6.06557,6.99511,6.78454,6.89967,7.44444,6.28497,4.89344,4.68852,5.96405,5.0495,4.57921,7.64655,6.61815,7.14041,6.89003,7.60417,8.5,8.3,8.1,8.5,8.6,7.9,7.8,8.5,8.8,8.2,8.4,8.5,8.3,8.7,8.4,8.8,8.6,8.5,8.6,8.7,9,8.5,8.5,8.5,8.6,8.4,5.5,8.5,8.3,8.2,8.7,8.3,8.3,7.74992,7.56198,7.76626,7.77944,7.88462,8.07692,5.86538,5.7,8.75,7.59615,6.2,8.7,8.55769,9.13462,8.65385,7.3,6.6,8.4,8.55769,6.63462,7.5,8.26923,7.78846,7.88462,8.07692,8.24074,8.88889,8.61111,8.7963,7.96296,8.42593,7.96296,8.42593,7.03704,7.40741,9.23077,9.42308,6.92308,6.05769,7.59259,7.31481,7.5,6.6,6.63462,7.22222,8.14815,8.61111,6.57407,7.11538,8.14815,6.85185,8.05556,9.13462,7.40741,7.40741,7.5,9.42308,7.12963,NA,NA,NA,NA,NA,NA,NA,NA,6,7.2,7.9
16,02M303,353,358,340,"Facing History School, The",HS,8.19983,7.89748,7.56176,7.58843,8.57029,8.37859,8.04487,8.42147,8.24841,6.70673,8.54839,7.91667,7.84566,8.35737,8.00806,7.49194,8.76984,8.03686,8.23955,7.93269,7.33119,8.22452,7.73089,7.93269,8.44669,7.65306,6.52597,6.49837,7.20395,6.56046,6.77288,8.08632,7.23039,7.85016,8.19218,7.98046,8.1,8.3,7.7,7.9,8.8,7.8,8.1,8.3,8.5,8.2,8.1,8.2,7.8,8.6,8.5,8.3,8.5,8.1,8.6,8.2,7.9,7.6,7.9,8.1,8,8.1,5.3,8.4,8.2,8.3,7.6,7.2,7.4,8.20698,8.71405,8.09437,7.59857,9.19355,9.1129,8.06452,8.30645,9.03226,9.51613,8.87097,8.95161,9.67742,9.75806,8.14516,8.33333,7.33871,8.54839,8.79032,6.53226,7.09677,7.82258,7.98387,8.30645,7.74194,9.19355,9.27419,8.79032,8.87097,8.70968,8.79032,8.62903,7.82258,6.45161,7.09677,8.5,8.5,7.5,7.25,7.66667,8.41667,8.66667,8,7.16667,6.29032,7.01613,9.03226,7.90323,6.77419,8.46774,6.6129,8.30645,8.95161,6.37097,6.69355,7.58065,8.33333,6.12903,NA,NA,NA,NA,NA,NA,NA,NA,7.32759,7.75862,8.62069
17,02M305,375,388,385,"Urban Assembly Academy of Government and Law, The",HS,7.18107,7.38676,6.1702,6.52135,7.75591,7.50984,6.98242,7.04102,6.9902,4.47835,7.89216,8.09289,6.2451,7.31151,7.03125,6.43426,8.04134,6.99803,7.41142,7.11462,6.54618,7.15,7.08498,6.86508,7.66768,5.39593,4.50593,4.37251,5.80321,5.42829,5.46185,7.47137,6.63246,7.05056,7.15226,8.20225,8.7,8.7,8.3,8.3,9.2,8.1,8.1,9,9.1,8.4,8.9,9.1,8.4,9.2,8.8,9.1,8.9,8.9,9,8.6,8.5,8.5,8.3,8.3,8.4,8.2,5.3,9.1,8.9,8.9,8.1,8.5,7.5,7.17331,5.69916,6.3525,7.25362,5,4.23913,6.04167,4.58333,5,5.72917,3.33333,4.27083,4.34783,6.14583,7.08333,8.33333,6.5625,7.29167,8.02083,4.89583,5.52083,6.5625,7.39583,6.77083,6.97917,8.54167,5.72917,9.58333,8.75,7.91667,8.85417,8.75,5.83333,4.0625,4.0625,5.9375,7.08333,5.72917,5.9375,7.3913,8.22917,7.5,8.4375,6.77083,6.35417,7.39583,8.54167,8.22917,7.08333,8.4375,6.04167,7.70833,8.85417,6.25,6.875,8.04348,8.26087,5.52083,NA,NA,NA,NA,NA,NA,NA,NA,5.1087,7.93478,6.84783
18,02M308,403,392,405,Lower Manhattan Arts Academy,HS,7.59488,7.2651,6.7037,6.99172,8.5,7.91304,7.2619,7.86638,7.5431,4.90302,8.31897,7.56438,6.55172,7.57511,6.93133,6.54348,8.51293,7.06522,7.76087,7.5,7.32533,7.72826,6.96903,7.01327,7.92647,5.71602,5.15351,5.03304,6.24449,5.84081,7.07207,8.20093,6.87209,7.32955,7.86866,8.54167,8,8,7.7,8.2,8.2,7.3,8.2,8.1,8.4,7.9,7.5,8.3,8.2,7.7,8.4,8.6,8.6,8.1,8.4,7.9,7.7,7.9,8.4,8.4,8.5,8,5.4,7.9,7.9,8,7.7,7.7,7.1,8.68452,9.31027,8.60201,8.47222,9.04762,8.69048,9.04762,8.45238,9.64286,8.92857,8.80952,9.28571,9.64286,9.40476,9.04762,9.64286,9.28571,9.16667,8.80952,8.80952,8.33333,8.21429,8.21429,8.92857,8.45238,9.64286,10,9.04762,9.04762,8.57143,8.80952,8.45238,8.21429,7.85714,7.7381,7.625,8.28947,7.375,8.5,9.5,9.625,9.625,8,7.5,8.75,9.04762,9.40476,8.57143,7.97619,9.04762,7.14286,7.61905,9.7619,7.7381,8.21429,9.28571,9.7619,6.54762,NA,NA,NA,NA,NA,NA,NA,NA,7.875,9,8.25
19,02M313,408,390,390,"James Baldwin School, The: A School for Expeditionary Learning",HST,7.95472,8.1774,7.34186,7.47703,8.18966,8.24128,8.19118,8.17251,8.16964,6.42442,8.23529,8.15789,7.21098,7.70349,7.71802,8.04094,7.87572,8.08824,8.19767,7.77778,8.07353,7.5,8.18314,8.24561,8.36364,7.1875,6.40533,6.15385,7.2006,5.59172,6.62202,7.36364,7.3628,8.07927,8.15951,8.58025,8.3,8.2,8.1,8.1,8.5,7.4,7.6,8.8,8.9,8.5,8.3,8.3,7.7,8,8.3,8.4,8.3,8.1,8.5,8.7,8.4,7.8,8.1,8.4,8.3,8.2,6.3,8.7,8.4,8.3,8.4,7.8,8,8.57505,8.38816,8.04533,7.63293,8.28947,8.94737,8.02632,8.02632,8.81579,8.15789,8.02632,9.07895,8.68421,8.81579,8.15789,8.94737,8.15789,8.28947,9.21053,8.68421,8.55263,8.68421,8.15789,8.94737,8.94737,9.44444,8.88889,7.5,8.75,8.05556,8.47222,8.75,7.77778,7.77778,8.33333,7.5,8.02632,5.97222,6.94444,8.42105,8.55263,8.68421,7.22222,6.76471,6.66667,7.63889,9.44444,6.94444,7.20588,9.16667,8.19444,8.19444,8.88889,3.05556,6.94444,7.91667,9.16667,7.08333,NA,NA,NA,NA,NA,NA,NA,NA,7.63158,8.55263,8.94737
20,02M316,373,370,384,"Urban Assembly School of Business for Young Women, the",HS,7.32719,7.036,6.26568,6.86526,8.32555,7.67081,7.07165,6.81388,7.47656,4.82813,8.23344,7.59434,6.65094,7.27201,6.9164,6.21835,8.75,6.6875,7.65674,7.28125,7.24219,7.60938,6.44201,6.81818,7.92373,5.80071,4.54618,4.09744,5.59486,5.11111,5.2381,8.87579,6.96372,6.89274,7.73734,9.48083,7.5,7.5,7,7.1,8,6.5,7.4,7.9,8.3,7.2,7.2,7.4,6.8,7.9,7.6,7.4,7.6,7.5,7.8,7.4,7.1,6.6,8.2,7.3,7.7,6.4,4.8,7.4,7.3,7.3,7.7,7.7,6.6,8.3524,8.21283,7.98041,8.10185,8.75,8.61111,7.94118,7.94118,8.33333,9.02778,7.91667,8.33333,8.19444,8.33333,8.67647,8.08824,7.64706,8.67647,8.88889,6.52778,8.19444,8.19444,7.91667,7.5,8.33333,9.58333,8.19444,7.63889,8.88889,8.88889,9.44444,9.16667,8.05556,6.80556,7.77778,6.25,9.11765,6.25,8.19444,8.05556,7.77778,8.75,8.38235,7.8125,6.52778,7.36111,8.47222,8.61111,6.66667,8.61111,5.97222,8.47222,9.30556,9.02778,8.19444,9.16667,8.33333,8.88889,NA,NA,NA,NA,NA,NA,NA,NA,7.22222,7.91667,8.33333
21,02M374,391,391,394,Gramercy Arts High School,HS,7.45597,6.94127,6.32449,6.82832,8.24153,7.64862,7.08422,7.29614,7.53755,5.27244,8.17987,7.48428,6.12661,7.27612,7.01493,6.44068,8.40909,6.81383,7.69597,7.18085,6.72414,7.3172,6.25532,6.65245,7.83223,5.77819,5.46709,5.25107,6.51515,4.52457,5.57733,7.20524,7.2619,7.8355,7.9903,8.71196,8.1,8.4,8.3,7.9,8.5,8.3,8.2,8.6,8.7,8.4,8.3,8.5,8.2,8.4,8.4,8.4,8.5,8.6,8.5,8.5,8.4,8.5,7.7,7.8,7.8,7.6,7.8,8.1,8.1,8.2,7.3,7.8,7.5,7.89976,7.09656,7.64641,7.81476,6.96429,7.05357,7.40385,6.875,6.96429,7.58929,6.60714,6.07143,6.78571,7.23214,8.57143,8.03571,7.23214,7.5,8.125,8.39286,8.125,8.03571,8.125,8.21429,8.125,8.51852,7.05357,7.05357,8.125,7.21154,8.17308,8.46154,7.85714,7.40741,7.32143,7.87037,7.59615,7.59259,6.73077,7.12963,7.5,7.87037,7.22222,7.30769,6.2963,6.85185,8.7963,8.61111,8.7963,8.51852,7.12963,7.96296,9.07407,8.51852,8.51852,9.25926,6.66667,6.85185,NA,NA,NA,NA,NA,NA,NA,NA,7.77778,7.77778,8.33333
22,02M376,473,483,479,NYC iSchool,HS,8.06849,8.03267,7.56625,7.97856,8.28383,8.26987,7.79801,8.49668,7.51656,6.34934,8.79538,8.40833,7.68333,8.21667,8.05833,7.73891,8.16832,8.23675,8.60099,8.30298,7.467,7.25083,7.89167,7.42399,8.28189,7.90179,7.07168,6.81579,7.14035,6.85088,7.27993,7.7193,8.90071,8.63636,9.11972,9.63781,8.2,8.8,8.5,8.5,9.2,8,9,8.9,9.3,8.6,8.6,8.8,8.4,8.6,8.7,8.6,8.9,8.8,8.7,8.5,8.6,8.5,8.5,8.7,8.4,8.4,7.7,8.6,8.6,8.7,6.9,7.6,6.3,8.09454,7.97568,7.7435,8.87931,7.76786,8.30357,7.32759,6.72414,8.7931,7.58929,7.5,9.10714,8.7069,9.31034,7.58621,7.75862,6.63793,8.44828,7.32759,8.53448,7.58621,8.18966,7.06897,7.24138,8.03571,9.05172,8.87931,8.96552,8.27586,8.44828,8.53448,8.18966,8.36207,7.32759,8.36207,6.42857,8.30357,5.46296,7.32143,8.18966,8.62069,8.7069,8.24074,5.96154,8.62069,8.62069,9.82759,9.74138,8.87931,9.31034,8.53448,8.44828,8.96552,7.06897,9.13793,9.82759,8.18966,9.22414,NA,NA,NA,NA,NA,NA,NA,NA,8.27586,7.67241,8.01724
23,02M394,319,512,357,EMMA LAZARUS HIGH SCHOOL,HST,8.74045,8.44403,8.24503,9.03921,9.12442,8.86468,8.69863,9.02968,8.65297,7.94521,9.06682,8.03899,8.20276,8.66972,8.52535,8.30607,9.09404,8.48624,9.23516,9.13991,8.64155,8.35253,8.59447,8.36406,8.41121,8.51852,8.47477,8.7212,8.07078,8.80734,8.17972,9.80415,9.57373,9.53917,9.59677,9.78009,8.7,8.7,8.2,9,8.7,8.5,8.5,9,9.1,8.8,8.6,8.8,8.7,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.7,9,9.4,9,8.9,8.6,4.4,8.6,8.6,8.6,NA,NA,NA,8.34259,7.53472,7.11433,9.13399,8.47222,6.66667,7.63889,6.66667,5.97222,7.5,7.77778,7.5,6.94444,7.08333,6.80556,8.61111,6.52778,8.61111,6.96429,7.91667,8.75,8.33333,7.63889,7.63889,9.16667,9.72222,7.20588,8.82353,8.97059,6.94444,6.94444,6.94444,7.77778,7.36111,8.75,3.61111,5.27778,5.3125,6.61765,8.88889,8.19444,8.47222,9.58333,5,9.58333,9.16667,9.58333,9.86111,9.44444,9.58333,9.72222,9.58333,9.33333,9.72222,9.30556,9.72222,8.67647,9.02778,NA,NA,NA,NA,NA,NA,NA,NA,8.33333,7.91667,9.44444
24,02M400,465,493,461,High School for Environmental Studies,HS,7.92406,7.2884,6.96456,7.29867,8.38795,7.98942,7.48944,7.98523,7.79303,5.38055,8.58995,7.23365,6.78875,7.96579,7.58457,7.71716,8.59968,7.35263,8.14082,7.52901,6.99206,7.71624,7.14211,7.88848,8.21313,6.73529,5.72257,5.51173,6.62778,6.33777,7.08774,7.83981,6.87834,7.86216,8.25538,8.77169,7.8,7.9,7.5,7.7,8.2,7.6,7.8,8,8.2,8,7.8,8,7.8,8.1,8.1,8.2,8.1,7.9,8.1,7.9,7.9,8,7.8,7.6,7.6,7.5,4.9,7.7,8,8.1,6.9,7.1,7.1,8.46018,7.90179,8.03863,7.85997,8.32143,7.97101,7.96429,7.42857,7.67857,8.57143,7.60714,7.21014,7.60714,8.22464,7.92857,8.42857,7.92857,8.53571,8.5,8.32143,8.30882,8.57143,8.60714,8.35714,8.64286,8.99254,8.07143,8.53571,8.98551,8.2971,8.73188,8.80435,7.75,7.17857,7.57143,7.86232,8.44203,7.6087,7.68116,7.71429,7.78571,8.28571,7.95455,7.69231,7.09559,7.35075,8.65672,7.83088,7.31618,8.6194,7.46324,8.52941,8.95522,7.46324,6.80147,8.02239,8.54478,7.68382,NA,NA,NA,NA,NA,NA,NA,NA,8.37121,8.52273,8.86364
25,02M407,492,465,467,Institute for Collaborative Education,MS/HS,8.43834,8.48441,8.04107,8.04723,8.95377,8.77724,8.2767,8.49148,8.09322,7.07524,9.05947,8.593,8.3012,8.46014,8.16106,7.62295,8.81068,8.6138,8.86473,8.36562,8.17308,7.44539,8.58354,7.58475,8.77522,8.14055,7.55448,7.6074,7.95343,6.23153,7.4399,7.80473,8.34171,8.44763,8.87315,9.22649,8.4,8.6,8.6,8.6,8.6,8.5,8.3,9,9.4,8.9,8.5,9.1,8.3,9.1,9.1,8.9,8.9,8.8,9,8.7,8.2,7.3,9,9.2,8.8,8.7,7.7,8.2,8.8,8.7,6.7,7.1,7.1,9.40009,9.43452,9.35244,9.16349,9.64286,10,9.28571,9.40476,9.7619,9.88095,9.28571,9.88095,9.64286,9.88095,9.52381,8.80952,8.45238,9.88095,9.16667,9.04762,9.88095,9.7619,9.625,9.64286,8.80952,10,9.88095,9.64286,9.64286,9.88095,10,10,9.28571,9.28571,9.7619,9.40476,9.40476,8.375,9.16667,9.40476,9.40476,9.52381,7.2619,8.25,8.80952,9.64286,9.28571,9.625,9.40476,9.64286,9.64286,9.375,9.64286,7.85714,9.04762,9.52381,8.69048,7.14286,NA,NA,NA,NA,9.375,8.75,9.375,9.375,9.61538,8.75,9.80769
26,02M408,509,490,523,Professional Performing Arts High School,MS/HS,7.45697,7.23006,6.60404,7.29422,8.17522,7.62195,7.12306,7.32183,6.78492,5.17778,8.10268,7.69912,7.04545,7.69231,7.04545,6.85109,7.90198,7.69824,8.3022,8.07692,7.72627,6.75332,6.86801,7.1468,7.74319,6.17866,6.47222,5.38546,7.07222,4.15743,5.35556,7.0871,8.92777,8.07606,8.67152,9.15737,7.6,7.8,7.9,8.1,8.3,6.8,6.9,8.7,9.1,7.9,8.1,8.3,7.3,7.9,7.8,7.8,7.7,7.5,7.6,7.4,6.8,7.9,8.7,8.4,7.9,7.6,8.1,8.2,7.6,7.5,7.5,7.5,7.5,8.37819,8.08712,8.22169,8.09812,7.72727,8.40909,8.18182,8.06818,8.40909,8.40909,7.84091,8.18182,8.33333,8.29545,8.29545,8.75,7.72727,8.18182,7.95455,7.04545,8.29545,8.63636,8.18182,8.06818,7.95455,9.31818,8.75,9.54545,9.43182,8.29545,7.84091,8.40909,8.29545,8.29545,8.86364,7.38636,7.27273,7.14286,7.85714,7.5,8.75,8.75,7.15909,7.38095,7.38095,8.21429,9.28571,8.92857,7.2619,9.16667,7.61905,8.45238,9.28571,7.61905,8.21429,9.16667,8.45238,5.11905,NA,NA,NA,NA,8.75,8.125,8.75,8.75,8.05556,8.88889,8.88889
27,02M411,496,563,518,Baruch College Campus High School,HS,8.23114,7.83512,7.39873,8.38167,8.99254,8.55817,7.74134,8.22222,7.85539,6.40819,8.78695,7.98148,7.69089,8.22738,7.87469,6.89975,9.00735,8.18182,8.4939,8.58191,8.46951,8.37438,7.78256,7.83088,8.41964,8.04178,7.38971,7.67813,7.88698,6.38404,6.2931,9.44724,9.47864,8.6962,8.9,9.57711,8.7,8.4,7.8,8.5,8.4,7.9,8.2,8.4,8.8,8.3,8.1,8.2,7.6,8.6,8.4,8.5,8.6,8.4,8.5,8.3,8,8.1,9,8.7,8.6,8.2,5.3,8.4,8.5,8.4,9.2,9.2,9.2,7.04167,4.96094,5.46992,7.27083,5.3125,5.9375,3.75,4.0625,5.3125,4.6875,5.3125,5.9375,4.6875,5.625,8.75,7.1875,3.75,7.1875,8.125,3.4375,7.8125,7.5,5.3125,5.9375,7.8125,9.375,5.625,5.71429,7.5,6.25,8.4375,5.9375,6.25,5.3125,6.875,3.4375,6.875,1.78571,4.375,4.375,6.25,4.6875,6.5625,2.14286,7.5,4.375,9.375,9.6875,6.25,8.125,8.4375,8.75,9.28571,7.1875,6.875,9.375,5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,5.3125,7.5,7.8125
28,02M412,537,590,550,N.Y.C. Lab School for Collaborative Studies,HS,7.9345,7.75795,7.40492,7.84818,8.51085,8.27756,7.86355,7.94521,7.4707,6.12154,8.65196,7.9834,7.5636,7.98058,7.51961,7.48529,8.22957,7.93605,8.55416,8.15637,7.72374,7.63619,7.4269,7.42676,8.78351,7.99289,7.03216,6.89335,7.27362,6.1412,6.61992,7.60355,8.41667,8.52451,8.66019,9.11275,8.5,8.7,8.3,8.6,9.4,8.2,8.5,8.7,9.1,8.5,8.4,8.7,8,8.6,8.5,8.5,8.5,8.4,8.6,8.5,8.2,8.3,8.8,8.7,9,8.6,7,8.7,8.4,8.6,8.4,8.5,8,8.74341,8.46467,8.48127,8.41469,9.34783,9.23913,8.26087,7.93478,8.91304,8.91304,8.04348,8.69565,7.93478,8.58696,9.45652,8.47826,7.93478,9.23913,8.91304,7.93478,8.36957,8.69565,8.80435,8.97727,9.23913,9.67391,9.23913,8.26087,9.67391,9.45652,9.23913,8.80435,9.13043,9.02174,9.34783,6.95652,8.15217,6.63043,8.36957,7.6087,9.02174,9.02174,9.23913,5.71429,7.5,7.28261,9.23913,9.23913,8.69565,9.34783,8.47826,8.40909,9.88636,7.06522,8.26087,9.65909,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,8.47826,7.5,7.71739
29,02M413,517,533,515,School of the Future High School,MS/HS,7.94215,7.7983,7.17498,7.72669,8.58491,8.15439,7.67187,7.96484,7.93036,6.0989,8.8125,8.03101,7.26917,8.16199,7.38672,6.96753,8.52433,7.85826,8.50078,7.96124,7.80421,7.82761,7.69201,7.75118,8.57212,7.48729,6.2983,6.78906,6.93396,5.78762,6.07644,8.20919,8.38352,7.78436,8.18146,9.40779,7.9,8,7.7,8.1,8.2,7.4,7.4,8.3,8.6,8.1,7.9,8.4,7.4,8.2,8.2,8.3,8.2,8.1,8.2,7.8,7.3,7.5,8.4,8.3,8.4,8.1,5.9,7.9,8.2,8.4,7.2,7.5,7,8.09518,7.02352,7.39039,7.99659,6.66667,8.5,6.75,7.66667,7,7.66667,6.08333,7.66667,6.91667,7.66667,7.98387,7.66129,6.69355,8.62903,7.90323,7.01613,8.25,8.30645,7.90323,8.25,6.6129,8.87097,7.25,6.77083,8.95161,8.41667,8.5,8.33333,7.5,6.69355,7.74194,6.2931,7.84483,5.09259,7.09677,6.85484,8.30645,8.06452,7.5,6.34615,7.09677,7.5,9.03226,8.95161,7.74194,8.79032,7.82258,8,8.95161,6.83333,7.90323,9.51613,8.22581,6.45161,NA,NA,NA,NA,7.70833,8.125,9.16667,9.16667,7.76316,7.10526,8.28947
30,02M414,468,492,459,N.Y.C. Museum School,HS,7.46031,6.92114,6.16516,7.56122,8.22354,7.5486,6.92225,7.72283,6.99134,5.04891,8.33153,7.31102,6.56789,7.36588,6.89394,6.6757,7.74731,7.31142,8.06452,7.72629,7.39763,7.55978,6.53017,6.4278,8.0506,6.48795,6.47505,6.11171,7.1024,5.61555,3.84698,8.1714,9.15939,8.30803,8.7146,9.63745,8.6,7.9,7.6,8.4,7.9,7.5,7.6,8.4,8.4,7.9,7.8,8.5,7.5,8.4,8.4,8.5,8.3,8.2,8.6,8.2,8,8.3,8.7,8.3,8.5,8.3,4.4,8.2,8.2,8.2,9.2,8.9,9.2,5.72619,4.4557,4.99349,7.5641,5.35714,5.17857,3.57143,4.10714,3.03571,5.17857,4.10714,3.75,3.03571,3.75,3.75,5.53571,3.39286,6.25,6.60714,3.92857,5.89286,6.78571,5.71429,5,5.89286,8.03571,3.57143,4.64286,7.67857,5.53571,5.35714,6.78571,6.60714,4.28571,6.25,3.57143,5.17857,3.75,5.19231,6.15385,5.38462,5.57692,4.46429,3.75,7.32143,5.96154,8.21429,8.75,7.67857,8.92857,7.85714,8.39286,7.67857,8.21429,8.92857,9.28571,6.96429,7.67857,NA,NA,NA,NA,NA,NA,NA,NA,5.35714,5,6.07143
